Kolumna1,Kolumna2,Kolumna3,Kolumna4
SPY900103-01005,00:54:37:16,00:54:37:16,
SPY900103-01006,00:47:48:18,00:47:48:18,
SPY900103-01007,00:51:50:01,00:51:50:01,
SPY900103-01008,00:58:46:08,00:58:46:08,
SPY900104-01001,00:57:52:12,00:57:52:12,
SPY900104-01002,00:48:06:07,00:48:06:07,
SPY900104-01003,00:48:34:10,00:48:34:10,
SPY900104-01004,00:47:10:23,00:47:10:23,
SPY900104-01005,00:44:33:21,00:44:33:21,
SPY900104-01006,00:48:03:05,00:48:03:05,
SPY900104-01007,00:53:40:06,00:53:40:06,
SPY900104-01008,00:48:09:03,00:48:09:03,
SPY900104-01009,00:46:55:11,00:46:55:11,
SPY900104-01010,00:53:49:15,00:53:49:15,
SPY900105-01001,00:50:46:00,00:50:46:00,
SPY900105-01002,00:57:08:18,00:57:08:18,
SPY900105-01003,00:58:20:15,00:58:20:15,
SPY900105-01004,00:56:41:09,00:56:41:09,
SPY900105-01005,00:57:20:19,00:57:20:19,
SPY900105-01006,00:56:55:11,00:56:55:11,
SPY900105-01007,00:54:20:16,00:54:20:16,
SPY900105-01008,00:56:31:15,00:56:31:15,
SPY900105-01009,00:57:05:07,00:57:05:07,
SPY900105-01010,00:56:10:09,00:56:10:09,
SPY900105-01011,00:58:30:03,00:58:30:03,
SPY900105-01012,00:51:42:00,00:51:42:00,
SPY900105-01013,00:58:50:11,00:58:50:11,
SPY900105-01014,00:59:35:18,00:59:35:18,
SPY900105-01015,00:53:31:24,00:53:31:24,
SPY900105-01016,01:00:01:02,01:00:01:02,
SPY900105-02001,00:55:04:17,#N/D,
SPY900105-02002,00:58:04:21,#N/D,
SPY900105-02003,00:58:29:12,#N/D,
SPY900105-02004,00:55:55:01,#N/D,
SPY900105-02005,00:55:14:00,#N/D,
SPY900105-02006,00:53:48:03,#N/D,
SPY900105-02007,00:57:51:01,#N/D,
SPY900105-02008,01:02:21:10,#N/D,
SPY900105-02009,00:53:01:03,#N/D,
SPY900105-02010,00:53:04:05,#N/D,
SPY900105-02011,00:56:03:12,#N/D,
SPY900105-02012,00:52:00:05,#N/D,
SPY900105-02013,00:55:19:24,#N/D,
SPY900105-02014,00:54:00:01,#N/D,
SPY900105-02015,00:57:46:07,#N/D,
SPY900105-02016,00:56:36:24,#N/D,
SPY900106-01001,00:09:38:14,00:09:38:14,
SPY900106-01002,00:09:58:22,00:09:58:22,
SPY900106-01003,00:13:59:07,00:13:59:07,
SPY900106-01004,00:11:48:09,00:11:48:09,
SPY900106-01005,00:10:29:09,00:10:29:09,
SPY900109-01001,00:31:17:22,00:31:17:22,
SPY900109-01002,00:31:31:24,00:31:31:24,
SPY900109-01003,00:32:55:24,00:32:55:23,
SPY900109-01004,00:34:21:11,00:34:21:11,
SPY900110-01001,00:24:59:24,00:24:59:24,
SPY900110-01002,00:23:59:24,00:23:59:24,
SPY900110-01003,00:23:59:24,00:23:59:24,
SPY900110-01004,00:23:59:24,00:23:59:24,
SPY900110-01005,00:23:59:24,00:23:59:24,
SPY900110-01006,00:23:59:24,00:23:59:24,
SPY900110-01007,00:23:59:24,00:23:59:24,
SPY900110-01008,00:23:59:24,00:23:59:24,
SPY900110-01009,00:23:59:24,00:23:59:24,
SPY900110-01010,00:23:59:24,00:23:59:24,
SPY900110-01011,00:23:59:24,00:23:59:24,
SPY900110-01012,00:23:59:24,00:23:59:24,
SPY900110-01013,00:23:59:24,00:23:59:24,
SPY900110-01014,00:24:59:24,00:24:59:24,
SPY900110-01015,00:25:59:24,00:25:59:24,
SPY900111-01001,00:30:00:00,00:30:00:00,
SPY900111-01002,00:30:00:00,00:30:00:00,
SPY900111-01003,00:30:00:00,00:30:00:00,
SPY900112-01001,00:59:27:24,00:59:27:24,
SPY900112-01002,00:58:26:23,00:58:26:23,
SPY900112-01003,00:58:26:02,00:58:26:02,
SPY900112-01004,00:58:30:14,00:58:30:14,
SPY900112-01005,00:56:44:00,00:56:44:00,
SPY900112-01006,00:58:11:21,00:58:11:21,
SPY900112-01007,00:58:21:22,00:58:21:22,
SPY900112-01008,00:58:31:03,00:58:31:03,
SPY900112-01009,00:56:54:11,00:56:54:11,
SPY900112-01010,00:58:31:00,00:58:31:00,
SPY900112-02001,00:58:13:14,,
SPY900112-02002,00:58:36:15,#N/D,
SPY900112-02003,00:58:34:24,#N/D,
SPY900112-02004,00:55:46:03,#N/D,
SPY900112-02005,00:56:43:00,#N/D,
SPY900112-02006,00:57:08:03,#N/D,
SPY900112-02007,00:58:19:13,#N/D,
SPY900112-02008,00:57:24:08,#N/D,
SPY900112-02009,00:55:55:22,#N/D,
SPY900112-02010,00:58:27:07,#N/D,
SPY900116-01001,00:53:50:13,00:53:50:13,
SPY900116-01002,00:52:26:08,00:52:26:08,
SPY900116-01003,00:47:42:20,00:47:42:20,
SPY900116-01004,00:51:49:11,00:51:49:11,
SPY900116-01005,00:48:42:07,00:48:42:07,
SPY900116-01006,00:51:50:10,00:51:50:10,
SPY900116-01007,00:47:56:08,00:47:56:08,
SPY900116-01008,00:54:22:04,00:54:22:04,
SPY900117-01001,00:44:23:10,00:44:23:10,
SPY900117-01002,00:45:26:15,00:45:26:15,
SPY900117-01003,00:54:08:17,00:54:08:17,
SPY900118-01001,00:32:47:24,,
SPY900118-01002,00:24:14:06,,
SPY900118-01003,00:25:04:04,,
SPY900118-01004,00:20:49:17,,
SPY900118-01005,00:22:45:03,,
SPY900118-01006,00:20:37:23,,
SPY900118-01007,00:22:34:24,,
SPY900118-01008,00:25:33:05,,
SPY900118-02001,00:24:57:00,,
SPY900118-02002,00:24:29:02,,
SPY900118-02003,00:22:34:17,,
SPY900118-02004,00:25:16:10,,
SPY900118-02005,00:24:30:00,,
SPY900118-02006,00:22:39:00,,
SPY900118-02007,00:26:29:10,,
SPY900118-02008,00:24:29:23,,
SPY900119-07001,00:45:43:00,#N/D,
SPY900119-07002,00:45:13:00,#N/D,
SPY900119-07003,00:45:35:00,#N/D,
SPY900119-07004,00:45:43:00,#N/D,
SPY900119-07005,00:45:22:00,#N/D,
SPY900119-07006,00:45:28:00,#N/D,
SPY900119-07007,00:44:56:00,#N/D,
SPY900119-07008,00:46:11:00,#N/D,
SPY900119-07009,00:45:11:00,#N/D,
SPY900120-01001,00:46:39:03,#N/D,
SPY900120-01002,00:45:12:05,#N/D,
SPY900120-01003,00:46:04:23,#N/D,
SPY900120-01004,00:47:30:16,#N/D,
SPY900120-01005,00:47:03:22,#N/D,
SPY900120-01006,00:46:03:21,#N/D,
SPY900126-01001,00:41:30:00,#N/D,
SPY900126-01002,00:41:30:00,#N/D,
SPY900126-01003,00:41:30:01,#N/D,
SPY900126-01004,00:41:30:01,#N/D,
SPY900126-01005,00:41:30:01,#N/D,
SPY900126-01006,00:41:30:01,#N/D,
SPY900126-01007,00:41:30:00,#N/D,
SPY900126-01008,00:41:30:00,#N/D,
SPY900127-01001,00:45:11:05,#N/D,
SPY900127-01002,00:43:27:22,#N/D,
SPY900130-01001,00:41:34:19,#N/D,
SPY900130-01002,00:41:37:07,#N/D,
SPY900130-01003,00:41:31:03,#N/D,
SPY900131-01001,00:51:45:13,#N/D,
SPY900131-01002,00:49:27:08,#N/D,
SPY900131-01003,00:47:51:01,#N/D,
SPY900131-01004,00:46:03:00,#N/D,
SPY900131-01005,00:47:49:13,#N/D,
SPY900131-01006,00:48:42:09,#N/D,
SPY900133-01001,00:44:06:20,#N/D,
SPY900133-01002,00:44:10:20,#N/D,
SPY900133-01003,00:44:04:20,#N/D,
SPY900133-01004,00:43:33:20,#N/D,
SPY900133-01005,00:44:05:20,#N/D,
SPY900133-01006,00:44:46:20,#N/D,
SPY900134-01001,00:51:25:08,#N/D,
SPY900134-01002,00:51:11:23,#N/D,
SPY900134-01003,00:52:09:10,#N/D,
SPY900134-01004,00:51:26:08,#N/D,
SPY900134-01005,00:51:23:20,#N/D,
SPY900134-01006,00:51:11:21,#N/D,
SPY900134-01007,00:51:13:11,#N/D,
SPY900134-01008,00:52:04:09,#N/D,
SPY900134-02001,00:52:27:22,#N/D,
SPY900134-02002,00:51:51:15,#N/D,
SPY900134-02003,00:51:51:15,#N/D,
SPY900134-02004,00:52:37:23,#N/D,
SPY900134-02005,00:52:31:01,#N/D,
SPY900134-02006,00:52:30:04,#N/D,
SPY900134-03001,00:51:35:18,#N/D,
SPY900134-03002,00:52:14:15,#N/D,
SPY900134-03003,00:51:08:04,#N/D,
SPY900134-03004,00:51:57:22,#N/D,
SPY900134-03005,00:52:05:15,#N/D,
SPY900134-03006,00:51:52:00,#N/D,
SPY900139-01001,02:21:38:12,#N/D,
SPY900139-01002,01:54:57:21,#N/D,
SPY900139-01003,01:55:55:13,#N/D,
SPY900139-01004,02:12:47:05,#N/D,
SPY900139-02001,01:51:35:09,#N/D,
SPY900139-02002,02:03:00:05,#N/D,
SPY900139-02003,02:08:51:23,#N/D,
SPY900140-01001,00:43:44:20,#N/D,
SPY900140-01002,00:42:55:15,#N/D,
SPY900140-01003,00:43:22:17,#N/D,
SPY900140-01004,00:41:42:14,#N/D,
SPY900140-01005,00:42:27:19,#N/D,
SPY900140-01006,00:43:13:19,#N/D,
SPY900140-01007,00:42:19:18,#N/D,
SPY900140-01008,00:42:31:00,#N/D,
SPY900140-01009,00:41:13:17,#N/D,
SPY900140-01010,00:42:18:11,#N/D,
SPY900140-02001,00:43:51:01,#N/D,
SPY900140-02002,00:43:22:01,#N/D,
SPY900140-02003,00:45:05:07,#N/D,
SPY900140-02004,00:44:15:01,#N/D,
SPY900140-02005,00:43:50:22,#N/D,
SPY900140-02006,00:44:43:23,#N/D,
SPY900140-02007,00:45:04:03,#N/D,
SPY900140-02008,00:44:34:01,#N/D,
SPY900140-02009,00:45:57:24,#N/D,
SPY900140-02010,00:46:11:21,#N/D,
SPY900140-03001,00:43:28:00,#N/D,
SPY900140-03002,00:43:56:15,#N/D,
SPY900145-01001,00:20:37:21,#N/D,
SPY900145-01002,00:20:33:12,#N/D,
SPY900145-01003,00:20:35:08,#N/D,
SPY900145-01004,00:20:34:14,#N/D,
SPY900145-01005,00:20:31:00,#N/D,
SPY900145-01006,00:20:27:06,#N/D,
SPY900145-01007,00:20:35:13,#N/D,
SPY900145-01008,00:20:33:12,#N/D,
SPY900145-01009,00:20:34:13,#N/D,
SPY900145-01010,00:20:34:24,#N/D,
SPY900145-01011,00:20:35:04,#N/D,
SPY900145-02001,00:20:36:24,#N/D,
SPY900145-02002,00:20:35:15,#N/D,
SPY900145-02003,00:20:34:20,#N/D,
SPY900145-02004,00:20:35:02,#N/D,
SPY900145-02005,00:20:34:23,#N/D,
SPY900145-02006,00:20:33:19,#N/D,
SPY900145-02007,00:20:35:15,#N/D,
SPY900145-02008,00:20:34:04,#N/D,
SPY900145-02009,00:20:35:23,#N/D,
SPY900145-02010,00:20:34:01,#N/D,
SPY900145-02011,00:20:35:03,#N/D,
SPY900145-02012,00:20:33:06,#N/D,
SPY900145-02013,00:20:35:04,#N/D,
SPY900145-02014,00:20:36:13,#N/D,
SPY900145-02015,00:20:37:04,#N/D,
SPY900145-02016,00:20:37:03,#N/D,
SPY900145-02017,00:20:40:00,#N/D,
SPY900145-02018,00:20:40:00,#N/D,
SPY900145-02019,00:20:37:04,#N/D,
SPY900145-02020,00:20:37:02,#N/D,
SPY900145-02021,00:20:36:16,#N/D,
SPY900145-02022,00:21:06:23,#N/D,
SPY900145-03001,00:20:32:12,#N/D,
SPY900145-03002,00:20:30:11,#N/D,
SPY900145-03003,00:20:35:17,#N/D,
SPY900145-03004,00:20:36:22,#N/D,
SPY900145-03005,00:20:38:01,#N/D,
SPY900145-03006,00:20:35:23,#N/D,
SPY900145-03007,00:20:37:02,#N/D,
SPY900145-03008,00:20:37:13,#N/D,
SPY900145-03009,00:20:37:17,#N/D,
SPY900145-03010,00:20:37:18,#N/D,
SPY900145-03011,00:20:37:00,#N/D,
SPY900145-03012,00:20:37:01,#N/D,
SPY900145-03013,00:20:36:15,#N/D,
SPY900145-03014,00:20:37:12,#N/D,
SPY900145-03015,00:20:36:22,#N/D,
SPY900145-03016,00:20:36:04,#N/D,
SPY900145-03017,00:20:37:10,#N/D,
SPY900145-03018,00:20:38:00,#N/D,
SPY900145-03019,00:20:37:20,#N/D,
SPY900145-03020,00:20:37:09,#N/D,
SPY900145-03021,00:20:37:10,#N/D,
SPY900145-03022,00:21:04:18,#N/D,
SPY900145-04001,00:20:37:16,#N/D,
SPY900145-04002,00:20:37:02,#N/D,
SPY900145-04003,00:20:36:14,#N/D,
SPY900145-04004,00:20:36:09,#N/D,
SPY900145-04005,00:20:31:06,#N/D,
SPY900145-04006,00:20:37:00,#N/D,
SPY900145-04007,00:20:38:03,#N/D,
SPY900145-04008,00:20:36:20,#N/D,
SPY900145-04009,00:20:37:05,#N/D,
SPY900145-04010,00:20:37:04,#N/D,
SPY900145-04011,00:20:35:02,#N/D,
SPY900145-04012,00:20:37:02,#N/D,
SPY900145-04013,00:20:36:12,#N/D,
SPY900145-04014,00:20:36:08,#N/D,
SPY900145-04015,00:20:36:12,#N/D,
SPY900145-04016,00:20:37:01,#N/D,
SPY900145-04017,00:20:27:12,#N/D,
SPY900145-04018,00:20:36:06,#N/D,
SPY900145-04019,00:20:34:24,#N/D,
SPY900145-04020,00:20:36:09,#N/D,
SPY900145-04021,00:20:34:10,#N/D,
SPY900145-04022,00:20:36:12,#N/D,
SPY900145-05001,00:20:45:10,#N/D,
SPY900145-05002,00:20:45:10,#N/D,
SPY900145-05003,00:20:45:16,#N/D,
SPY900145-05004,00:20:45:07,#N/D,
SPY900145-05005,00:20:44:23,#N/D,
SPY900145-05006,00:20:45:05,#N/D,
SPY900145-05007,00:20:45:08,#N/D,
SPY900145-05008,00:20:45:05,#N/D,
SPY900145-05009,00:20:44:24,#N/D,
SPY900145-05010,00:20:45:05,#N/D,
SPY900145-05011,00:20:44:08,#N/D,
SPY900145-05012,00:20:45:04,#N/D,
SPY900145-05013,00:20:45:15,#N/D,
SPY900145-05014,00:20:45:19,#N/D,
SPY900145-05015,00:20:46:04,#N/D,
SPY900145-05016,00:20:45:03,#N/D,
SPY900145-05017,00:20:45:21,#N/D,
SPY900145-05018,00:20:45:17,#N/D,
SPY900145-05019,00:20:44:14,#N/D,
SPY900145-05020,00:20:44:18,#N/D,
SPY900145-05021,00:20:45:16,#N/D,
SPY900145-06001,00:20:37:01,#N/D,
SPY900145-06002,00:21:05:03,#N/D,
SPY900145-06003,00:20:36:21,#N/D,
SPY900145-06004,00:20:36:17,#N/D,
SPY900145-06005,00:20:36:20,#N/D,
SPY900145-06006,00:20:36:08,#N/D,
SPY900145-06007,00:20:37:19,#N/D,
SPY900145-06008,00:20:36:19,#N/D,
SPY900145-06009,00:20:37:06,#N/D,
SPY900145-06010,00:20:36:22,#N/D,
SPY900145-06011,00:20:36:21,#N/D,
SPY900145-06012,00:20:37:12,#N/D,
SPY900145-06013,00:20:36:17,#N/D,
SPY900145-06014,00:20:36:19,#N/D,
SPY900145-06015,00:20:36:08,#N/D,
SPY900147-01001,00:49:50:06,#N/D,
SPY900147-01002,00:49:49:23,#N/D,
SPY900147-01003,00:49:41:01,#N/D,
SPY900147-01004,00:49:39:24,#N/D,
SPY900147-01005,00:49:41:02,#N/D,
SPY900147-01006,00:49:51:07,#N/D,
SPY900147-01007,00:49:50:21,#N/D,
SPY900147-01008,00:49:15:16,#N/D,
SPY900147-01009,00:49:50:11,#N/D,
SPY900147-01010,00:49:51:09,#N/D,
SPY900147-01011,00:49:50:08,#N/D,
SPY900147-01012,00:49:50:24,#N/D,
SPY900147-01013,00:49:50:17,#N/D,
SPY900147-02001,00:43:53:24,#N/D,
SPY900147-02002,00:43:33:24,#N/D,
SPY900147-02003,00:42:38:24,#N/D,
SPY900147-02004,00:43:49:24,#N/D,
SPY900147-02005,00:43:09:24,#N/D,
SPY900147-02006,00:43:41:24,#N/D,
SPY900147-02007,00:44:07:24,#N/D,
SPY900150-01001,00:45:31:24,#N/D,
SPY900150-01002,00:44:36:21,#N/D,
SPY900150-01003,00:44:31:06,#N/D,
SPY900150-01004,00:43:37:20,#N/D,
SPY900151-01001,00:23:36:20,#N/D,
SPY900151-01002,00:23:51:08,#N/D,
SPY900151-01003,00:23:20:20,#N/D,
SPY900151-01004,00:23:44:00,#N/D,
SPY900151-01005,00:23:41:14,#N/D,
SPY900151-01006,00:22:57:10,#N/D,
SPY900151-01007,00:23:20:19,#N/D,
SPY900151-01008,00:22:55:03,#N/D,
SPY900152-01001,00:45:53:22,#N/D,
SPY900152-01002,00:47:38:22,#N/D,
SPY900152-01003,00:52:01:22,#N/D,
SPY900152-01004,00:49:19:08,#N/D,
SPY900152-01005,00:43:34:16,#N/D,
SPY900152-01006,00:44:56:12,#N/D,
SPY900152-01007,00:41:54:04,#N/D,
SPY900152-01008,00:38:55:24,#N/D,
SPY900153-01001,01:24:48:18,#N/D,
SPY900153-01002,00:41:08:14,#N/D,
SPY900153-01003,00:41:08:08,#N/D,
SPY900153-01004,00:41:08:12,#N/D,
SPY900153-01005,00:41:07:24,#N/D,
SPY900153-01006,00:42:53:15,#N/D,
SPY900153-01007,00:42:54:06,#N/D,
SPY900153-01008,00:42:54:00,#N/D,
SPY900153-01009,00:41:08:21,#N/D,
SPY900153-02001,01:24:48:15,#N/D,
SPY900153-02002,00:42:53:14,#N/D,
SPY900153-02003,00:42:54:15,#N/D,
SPY900153-02004,00:42:53:19,#N/D,
SPY900153-02005,00:42:53:19,#N/D,
SPY900153-02006,00:42:53:23,#N/D,
SPY900153-02007,00:42:54:19,#N/D,
SPY900153-02008,00:42:53:22,#N/D,
SPY900153-02009,00:42:54:06,#N/D,
SPY900153-02010,00:42:54:11,#N/D,
SPY900153-02011,00:42:53:21,#N/D,
SPY900153-02012,00:42:53:22,#N/D,
SPY900154-01001,00:48:00:00,#N/D,
SPY900154-01002,00:48:00:03,#N/D,
SPY900154-01003,00:48:00:01,#N/D,
SPY900154-01004,00:48:01:03,#N/D,
SPY900154-01005,00:47:59:23,#N/D,
SPY900154-01006,00:47:59:24,#N/D,
SPY900154-01007,00:47:59:24,#N/D,
SPY900154-01008,00:48:12:16,#N/D,
SPY900154-01009,00:47:59:23,#N/D,
SPY900154-01010,00:47:59:24,#N/D,
SPY900155-01001,00:15:11:21,#N/D,
SPY900163-01001,00:59:06:19,#N/D,
SPY900163-01002,00:59:17:16,#N/D,
SPY900163-01003,00:57:09:19,#N/D,
SPY900163-01004,00:56:10:01,#N/D,
SPY900163-01005,00:57:01:02,#N/D,
SPY900163-01006,00:56:23:03,#N/D,
SPY900163-01007,00:56:12:23,#N/D,
SPY900163-01008,00:58:50:11,#N/D,
SPY900166-01001,00:57:00:13,#N/D,
SPY900166-01002,00:45:00:13,#N/D,
SPY900166-01003,00:45:45:09,#N/D,
SPY900166-01004,00:45:05:03,#N/D,
SPY900166-01005,00:44:18:22,#N/D,
SPY900166-01006,00:53:51:09,#N/D,
SPY900166-01007,00:44:17:11,#N/D,
SPY900166-01008,00:50:38:03,#N/D,
SPY900168-01001,00:24:19:00,#N/D,
SPY900168-01002,00:24:20:00,#N/D,
SPY900168-01003,00:25:42:00,#N/D,
SPY900168-01004,00:25:44:00,#N/D,
SPY900176-01001,00:45:46:00,#N/D,
SPY900176-01002,00:46:14:24,#N/D,
SPY900180-01001,00:15:18:18,#N/D,
SPY900190-01001,00:24:22:00,#N/D,
SPY900190-01002,00:24:20:00,#N/D,
SPY900190-01003,00:25:37:00,#N/D,
SPY900190-01004,00:25:45:00,#N/D,
G029714,00:00:25:00,#N/D,
G029715,00:00:25:00,#N/D,
SPI900208,01:29:03:15,#N/D,
SPP900510,00:00:10:00,#N/D,
SPP900945,00:00:30:00,#N/D,
SPP900946,00:00:30:00,#N/D,
SPP900947,00:00:30:00,#N/D,
SPP900948,00:00:30:00,#N/D,
SPP900949,00:00:30:00,#N/D,
SPP900950,00:00:15:00,#N/D,
SPP900951,00:00:15:00,#N/D,
SPP900952,00:00:15:00,#N/D,
SPP900953,00:00:15:00,#N/D,
SPP900954,00:00:15:00,#N/D,
SPY900017-03043,00:14:59:24,#N/D,
SPY900020-02035,00:25:19:20,#N/D,
G029716,00:00:17:00,#N/D,
G029717,00:00:25:00,#N/D,
SPI900209,02:24:40:15,#N/D,
SPP900967,00:05:00:00,#N/D,
SPY900181-01001,00:49:46:01,#N/D,
SPY900181-01002,00:50:47:11,#N/D,
SPY900181-01003,00:48:54:00,#N/D,
SPY900181-01004,00:49:16:01,#N/D,
SPY900181-01005,00:48:25:17,#N/D,
SPY900181-01006,00:48:26:20,#N/D,
SPI900192,00:50:01:03,#N/D,
SPP900971,00:00:30:00,#N/D,
SPP900972,00:00:15:00,#N/D,
SPP900959,00:00:20:00,#N/D,
SPP900901,00:00:10:00,#N/D,
G029718,00:00:15:00,#N/D,
SPP900925,00:00:30:00,#N/D,
SPP900926,00:00:30:00,#N/D,
SPP900927,00:00:30:00,#N/D,
SPP900928,00:00:30:00,#N/D,
SPP900929,00:00:30:00,#N/D,
SPP900930,00:00:15:00,#N/D,
SPP900931,00:00:15:00,#N/D,
SPP900932,00:00:15:00,#N/D,
SPP900933,00:00:15:00,#N/D,
SPP900934,00:00:15:00,#N/D,
SPY900168-01005,00:25:56:00,#N/D,
SPY900190-01005,00:25:57:00,#N/D,
SPY900180-01002,00:14:55:02,#N/D,
G029736,00:00:30:00,#N/D,
G029739,00:00:20:00,#N/D,
G029740,00:00:20:00,#N/D,
G029741,00:00:10:00,#N/D,
G029742,00:00:10:00,#N/D,
SPI900217,00:39:21:11,#N/D,
SPI900218,00:39:25:00,#N/D,
SPP900511,00:00:29:00,#N/D,
SPP900902,00:00:11:00,#N/D,
SPP900960,00:00:20:00,#N/D,
SPP900968,00:05:00:00,#N/D,
SPY900086-02006,00:26:33:18,#N/D,
SPY900147-03001,00:47:58:00,#N/D,
SPY900147-03002,00:47:34:00,#N/D,
SPY900171-01001,00:29:52:12,#N/D,
SPY900171-01002,00:29:25:21,#N/D,
SPY900171-01003,00:29:16:15,#N/D,
SPY900171-01004,00:29:17:05,#N/D,
SPY900171-01005,00:29:06:24,#N/D,
SPY900171-01006,00:29:17:18,#N/D,
SPY900171-02001,00:29:20:00,#N/D,
SPY900171-02002,00:29:12:18,#N/D,
SPY900171-02003,00:29:34:00,#N/D,
SPY900171-02004,00:29:10:07,#N/D,
SPY900171-02005,00:29:17:19,#N/D,
SPY900171-03001,00:29:17:07,#N/D,
SPY900171-03002,00:29:12:05,#N/D,
SPY900171-03003,00:29:07:16,#N/D,
SPY900171-03004,00:29:20:00,#N/D,
SPY900171-03005,00:29:07:17,#N/D,
SPY900171-03006,00:29:21:01,#N/D,
SPI900207,01:26:14:24,#N/D,
SPI900219,00:29:13:06,#N/D,
SPY900020-02036,00:25:38:12,#N/D,
SPY900171-02006,00:29:19:24,#N/D,
SPY900017-03044,00:14:59:24,#N/D,
SPP900935,00:00:30:00,#N/D,
SPP900936,00:00:30:00,#N/D,
SPP900937,00:00:30:00,#N/D,
SPP900938,00:00:30:00,#N/D,
SPP900939,00:00:30:00,#N/D,
SPP900940,00:00:15:00,#N/D,
SPP900941,00:00:15:00,#N/D,
SPP900942,00:00:15:00,#N/D,
SPP900943,00:00:15:00,#N/D,
SPP900944,00:00:15:00,#N/D,
SPY900147-03003,00:48:27:00,#N/D,
SPY900147-03004,00:47:51:00,#N/D,
SPY900147-03005,00:48:23:00,#N/D,
SPY900147-03006,00:48:07:00,#N/D,
SPY900147-03007,00:48:17:17,#N/D,
SPY900168-01006,00:24:58:00,#N/D,
SPY900190-01006,00:24:54:00,#N/D,
G029745,00:00:15:00,#N/D,
SPP900869,00:00:29:00,#N/D,
SPY900180-01003,00:14:41:20,#N/D,
SPI900007,01:29:04:01,,
SPI900083,01:00:49:00,01:00:49:00,
SPI900147,00:43:38:00,#N/D,
SPI900210,01:26:05:15,#N/D,
SPI900212,00:47:25:09,#N/D,
SPP900903,00:00:15:00,#N/D,
SPP900961,00:00:20:00,#N/D,
SPP900969,00:05:00:00,#N/D,
SPP900970,00:05:00:00,#N/D,
SPP900973,00:00:30:00,#N/D,
SPP900974,00:00:30:00,#N/D,
SPP900975,00:00:30:00,#N/D,
SPP900976,00:00:30:00,#N/D,
SPP900977,00:00:15:00,#N/D,
SPP900978,00:00:15:00,#N/D,
SPP900979,00:00:15:00,#N/D,
SPP900980,00:00:15:00,#N/D,
SPY900017-03045,00:14:59:24,#N/D,
SPY900020-02037,00:26:00:00,#N/D,
SPY900022-02024,00:45:36:03,00:45:36:03,
SPY900127-01003,00:45:15:12,#N/D,
SPY900140-03003,00:44:22:01,#N/D,
SPY900140-03004,00:43:13:19,#N/D,
G029757,00:00:25:00,#N/D,
G029758,00:00:25:00,#N/D,
G029759,00:00:25:00,#N/D,
G029760,00:00:25:00,#N/D,
SPP900995,00:00:30:00,#N/D,
SPP900996,00:00:30:00,#N/D,
SPP900997,00:00:30:00,#N/D,
SPP900998,00:00:15:00,#N/D,
SPP900999,00:00:15:00,#N/D,
SPP901000,00:00:15:00,#N/D,
SPY900022-03017,00:48:45:23,#N/D,
SPY900022-03018,00:51:13:18,#N/D,
SPY900022-03019,00:48:12:09,#N/D,
SPY900022-03020,00:53:31:18,#N/D,
SPY900180-01004,00:14:43:12,#N/D,
G029769,00:00:15:00,#N/D,
G029770,00:00:30:00,#N/D,
SPP900981,00:00:30:00,#N/D,
SPP900982,00:00:30:00,#N/D,
SPP900983,00:00:30:00,#N/D,
SPP900984,00:00:30:00,#N/D,
SPP900985,00:00:15:00,#N/D,
SPP900986,00:00:15:00,#N/D,
SPP900987,00:00:15:00,#N/D,
SPP900988,00:00:15:00,#N/D,
SPP900989,00:00:30:00,#N/D,
SPP900990,00:00:30:00,#N/D,
SPP900991,00:00:30:00,#N/D,
SPP900992,00:00:15:00,#N/D,
SPP900993,00:00:15:00,#N/D,
SPP900994,00:00:15:00,#N/D,
SPP901001,00:00:30:00,#N/D,
SPP901002,00:00:15:00,#N/D,
SPY900168-01007,00:25:35:00,#N/D,
SPY900190-01007,00:25:33:00,#N/D,
G029771,00:01:00:00,#N/D,
G029774,00:00:30:00,#N/D,
SPP900904,00:00:15:00,#N/D,
SPP900962,00:00:20:00,#N/D,
SPP901015,00:00:10:00,#N/D,
SPY900020-02038,00:25:04:00,#N/D,
G029785,00:00:25:00,#N/D,
G029786,00:00:10:00,#N/D,
G029787,00:00:20:00,#N/D,
G029788,00:00:10:00,#N/D,
G029789,00:00:20:00,#N/D,
G029790,00:00:10:00,#N/D,
G029791,00:00:20:00,#N/D,
G029792,00:00:10:00,#N/D,
G029793,00:00:20:00,#N/D,
G029794,00:00:10:00,#N/D,
G029795,00:00:20:00,#N/D,
G029796,00:00:10:00,#N/D,
G029797,00:00:20:00,#N/D,
G029798,00:00:10:00,#N/D,
G029799,00:00:20:00,#N/D,
G029812,00:00:30:00,#N/D,
G029813,00:00:12:00,#N/D,
SPI900163,02:23:15:13,#N/D,
SPI900213,02:34:50:15,#N/D,
SPI900214,00:48:00:01,#N/D,
SPY900042-01001,00:55:58:08,00:55:58:08,
SPY900042-01002,00:58:34:06,00:58:34:06,
SPY900042-01003,00:56:08:05,00:56:08:05,
SPY900042-01004,00:58:27:16,00:58:27:16,
SPY900042-01005,00:58:26:00,00:58:26:00,
SPY900042-01006,00:57:43:19,00:57:43:19,
SPY900140-03005,00:43:28:18,#N/D,
SPY900140-03006,00:43:14:18,#N/D,
SPY900140-03007,00:42:30:13,#N/D,
SPY900140-03008,00:40:46:14,#N/D,
SPY900169-01001,00:43:24:05,#N/D,
SPY900169-01002,00:42:56:11,#N/D,
SPY900169-01003,00:42:09:16,#N/D,
